,Time,Tweet,Favorites,Retweets,Sentiment,keyPhrases
48,2019-06-08 13:36:01,"#sustainableliving is slow process, but with efforts in right direction will definitely give fruits. https://t.co/wEwb7l5mYc",0,0,0.7499366402626038,"['efforts', 'slow process', 'right direction', 'sustainableliving', 'fruits']"
49,2019-06-08 06:33:42,Office plants - Create a space that looks and feels amazing.\n#ItalianPlanters #Qatar #Indoor_Outdoor_Plants https://t.co/HaUDRCylMX,0,0,0.8566221594810486,"['Office plants', 'ItalianPlanters', 'Qatar', 'space']"
50,2019-06-08 02:00:03,Life's challenges are easier when you're fit enough to kick their a###!\n\n#healthcoach #coach #lifestyle #fitness https://t.co/UwRPy6otjA,2,0,0.9066261053085327,"['healthcoach', 'lifestyle', 'fitness', ""Life's challenges""]"
51,2019-06-17 02:15:28,  Perrier/ 750ml12 /glassbottle https://t.co/STQxKgVFIT,0,0,0.5,"['Perrier', '750ml12', 'glassbottle']"
52,2019-06-16 19:57:42,#bacon #love #true4u #bottle #drink #alcoholicbeverage #glassbottle #alcohol #liqueur #wine #glass #pub #slurp #bar https://t.co/RL1TtYufMC,0,0,0.5,"['wine', 'drink', 'alcoholicbeverage', 'liqueur', 'glassbottle', 'true4u', 'pub', 'love', 'slurp', 'bacon']"
53,2019-06-16 19:55:40,Armazm da cerveja #drink #bottle #glassbottle #alcoholicbeverage #beer #wheatbeer #distilledbeverage #barware https://t.co/yGosDBUH4C,1,0,0.5,"['glassbottle', 'alcoholicbeverage', 'drink', 'wheatbeer', 'cerveja', 'distilledbeverage', 'Armazm', 'barware']"
54,2019-06-16 18:50:40,Does anyone know if there is a #glassbottle #home #milkdelivery in #Inverurie? Please and thank you,0,0,0.8162654638290405,"['home', 'milkdelivery', 'glassbottle', 'Inverurie']"
55,2019-06-16 17:37:24,Well done Preluna Hotel #ecofriendly #savetheenvironmemt #savetheenvironment #waterbottle #glassbottle #ecopolicy https://t.co/JVUPN2TMh2,0,0,0.9692322611808777,"['savetheenvironmemt', 'savetheenvironment', 'waterbottle', 'glassbottle', 'Preluna Hotel', 'ecopolicy']"
56,2019-06-16 02:15:28,  Perrier/ 750ml12 /glassbottle https://t.co/STQxKgVFIT,0,0,0.5,"['Perrier', '750ml12', 'glassbottle']"
57,2019-06-15 20:19:33,5 Mini Glass Bottles Vials with Cork Stoppers | 11mm x 22mm https://t.co/65rtO0IJkg #Etsy #BeadsBitznBopz https://t.co/iX5guPDeZM,0,0,0.5,"['Cork Stoppers', 'Mini Glass Bottles Vials', 'Etsy', 'BeadsBitznBopz']"
58,2019-06-15 12:37:19,RT @LampworkBench: Love how this custom perfume bottle came out!\nAsk what we can make 4 you https://t.co/v0b96YKe40\n#handmade #handblown #g,0,109,0.5,"['Love', 'custom perfume bottle', 'LampworkBench', 'RT', 'nAsk']"
59,2019-06-15 11:14:06,,0,0,0.730981171131134,"['milkandmore', 'Sustainability', 'glassbottle', 'delivery']"
60,2019-06-15 11:14:01, ,0,0,0.2173532247543335,"['spraytop', 'glassbottle', 'essentialoils', 'Weve']"
61,2019-06-15 08:39:26,First delivery.  Do they deliver to you? @milkandmore #milkandmore #sustainable #Sustainability #glassbottle https://t.co/vBgcdceHV7,2,0,0.8379409313201904,"['diyhomedecor', 'glassbottle', 'GoGreen', 'bottleart', 'GlassPainting', 'planter']"
62,2019-06-15 06:53:27,Need a spray top? Weve got you covered! \nhttps://t.co/QQtJ6a88KR \n#spraytop #glassbottle #essentialoils #vape https://t.co/OTFwIT0b7o,1,0,0.5,"['Perrier', '750ml12', 'glassbottle']"
63,2019-06-15 03:16:51,Used #GlassPainting to #upcycle and make a #planter. #GoGreen #diy #diyhomedecor #glassbottle #bottleart https://t.co/kVeK8ylA96,0,0,0.9621061086654663,"['everyday personal use', 'special holiday treat', 'youre', 'brewing', 'gift', 'pl']"
64,2019-06-15 02:15:28,  Perrier/ 750ml12 /glassbottle https://t.co/STQxKgVFIT,0,0,0.5,"['gt', 'Portable Insulated Glass Water Bottle Dual-layer Juice Tea Bottle', 'Filter', 'nClick']"
65,2019-06-14 23:54:56,"Whether youre #brewing for everyday personal use, as a special holiday treat or a gift,its not enough that you pl https://t.co/u1JQJn72Uw",1,1,0.5,"['GlassBottle', 'embracing', 'Lifefactory', 'weekend']"
66,2019-06-14 20:58:01,Portable Insulated Glass Water Bottle Dual-layer Juice Tea Bottle with Filter\nClick here&gt;&gt;https://t.co/JMKlaUttRs https://t.co/iu55IbsMwB,3,0,0.8493587970733643,"['Ignition', 'Bath', 'quick look', 'work', 'Glass', 'reflections', 'progress', 'RT', 'DRendering']"
67,2019-06-14 18:55:07,Ready for the weekend! #Lifefactory #GlassBottle : @embracing_victorious_living https://t.co/s79kd0697u,0,0,0.8340954184532166,"['work', 'progress', 'Glass', 'reflections', 'tr', 'quick look', 'DRendering']"
68,2019-06-14 11:34:56,RT @Ignition_Bath: A quick look at some work-in-progress #3DRendering we've been working on recently. Glass and #reflections can be tricky,0,1,0.8924812078475952,"['Glass Globe decanter', 'glasses', 'nSmall order quantity', 'glassware']"
69,2019-06-14 11:30:17,A quick look at some work-in-progress #3DRendering we've been working on recently. Glass and #reflections can be tr https://t.co/0NDvOHASj6,1,1,0.5,"['Perrier', '750ml12', 'glassbottle']"
70,2019-06-14 04:04:33,  ,0,0,0.6988279819488525,"['RT', 'hakjum', 'CBA']"
71,2019-06-14 03:54:38,850 ml Glass Globe decanter with 2 glasses in stocked.\nSmall order quantity is supported... \n#decanter #glassware https://t.co/YvfigRyFXk,1,0,0.5,"['glass', 'stockists', 'places', 'milk']"
72,2019-06-14 02:15:28,  Perrier/ 750ml12 /glassbottle https://t.co/STQxKgVFIT,0,0,0.5,"['Perrier', '750ml12', 'glassbottle']"
73,2019-06-13 11:06:33,RT @hakjum_CBA:        \nhttps://t.co/97dg13irbe https://t.co/zqj1mcvbPh,0,7438,0.8595434427261353,"['Unusual Vintage Glass', 'amp', 'Silver Scent  Bottle', 'etsy shop', 'latest addition', 'collectables', 'InfoAffair', 'RT']"
74,2019-06-13 10:01:40,If you aren't local to any of our stockists there are lots of other places to pick up your glass bottled milk and h https://t.co/R3jRi3XFi7,0,0,0.9648117423057556,"['glassbottle', 'bottleart', 'glassart', 'diy', 'GlassPainting', 'Debut', 'Day']"
75,2019-06-13 02:15:29,  Perrier/ 750ml12 /glassbottle https://t.co/STQxKgVFIT,0,0,0.5,"['red cap', 'Vintage Avon perfume glass bottle', 'VogelHausVintage', 'Etsy', 'GlassBottle']"
76,2019-06-12 22:50:47,RT @InfoAffair: Excited to share the latest addition to my #etsy shop: Unusual Vintage Glass &amp; Silver Scent  Bottle #vintage #collectables,0,1,0.9449307918548584,"['Portuguese chocolate milk', 'offer', 'Handforth', 'recyclable glass bot', 'fave']"
77,2019-06-12 16:31:30,#GlassPainting #Debut. Day well spent! Learning something new is fulfilling. #glassbottle #bottleart #glassart #diy https://t.co/A0wWrVFFA2,0,0,0.5,"['rt SD', 'th', 'rep6GDHlfq']"
78,2019-06-12 09:53:33,Vintage Avon perfume glass bottle with red cap https://t.co/iH8JCi6WO1 #VogelHausVintage #Etsy #GlassBottle https://t.co/nPRug3yeqw,0,0,0.5,"['Perrier', '750ml12', 'glassbottle']"
79,2019-06-12 09:04:34,We've got our fave ever drink on offer in Handforth...Portuguese chocolate milk!\n\nIn a lovely #recyclable glass bot https://t.co/L3Kia06MFC,0,0,0.8044083118438721,"['fairtrade', 'glassbottle', 'icedtea', 'madeingermany', 'vegan', 'CheaperBuyMiles', 'retai']"
80,2019-06-12 04:59:13,"RT @33_th_three: [RT]\n  !  , 50rt SD   \n\nhttps://t.co/rep6GDHlfq https://t.co/RzGMaeBu9a",0,69,0.9050813317298889,"['Unusual Vintage Glass', 'amp', 'etsy shop', 'Silver Scent  Bottle', 'latest addition']"
81,2019-06-12 02:15:29,  Perrier/ 750ml12 /glassbottle https://t.co/STQxKgVFIT,0,0,0.5,"['alcoholicbeverage', 'glassbottle', 'sportbar', 'product', 'beiuns im adi', 'scotchwhisky']"
82,2019-06-12 00:28:37,"RT @CheaperBuyMiles: #icedtea for $1 are #organic #vegan #fairtrade #glassbottle and the best part, #cheap #madeingermany and usually retai",0,7,0.5,"['Packaging US', 'DigitalPrinting', 'GlassBottle industry', 'RT', 'packagingworld', 'Kr']"
83,2019-06-11 21:55:21,Excited to share the latest addition to my #etsy shop: Unusual Vintage Glass &amp; Silver Scent  Bottle #vintage https://t.co/9eqEGvRGgL,0,1,0.5,"['GlassBottle industry', 'Packaging US', 'DigitalPrinting']"
84,2019-06-11 20:15:35,#beiuns im adi #sportbar #alcoholicbeverage  #alcohol #product #bottle #glassbottle #whisky #scotchwhisky @ adrenal https://t.co/Z7rL1yuL7G,0,0,0.5,"['Perrier', '750ml12', 'glassbottle']"
85,2019-06-11 13:17:00,RT @packagingworld: #DigitalPrinting being brought to the #GlassBottle industry as described at Digital #Print for #Packaging US 2019 / @Kr,0,1,0.9729743003845215,"['Best MCT Oil Keto', 'Keto C8 MCT Oil - Pure MCT Oil C8 Brain Fuel', 'Glass Bottle', 'Pump', 'Ketone Di']"
86,2019-06-11 13:15:20,#DigitalPrinting being brought to the #GlassBottle industry as described at Digital #Print for #Packaging US 2019 / https://t.co/0nfTraUSwR,0,1,0.5,"['WEEKS', 'Cleanysts Kickstarter campaign']"
87,2019-06-11 02:15:28,  Perrier/ 750ml12 /glassbottle https://t.co/STQxKgVFIT,0,0,0.9629232883453369,"[""glassbottle of Flure Drinks BV's"", 'nonalcoholic spirit', 'character']"
88,2019-06-10 19:19:47,"Kiss My Keto C8 MCT Oil - Pure MCT Oil C8 Brain Fuel, 32 oz Glass Bottle with Pump, Best MCT Oil Keto for Ketone Di https://t.co/zIEOl1uasb",0,0,0.5,"['Boylan Fisheye', 'curiosity', 'television', 'glassbottle', 'light', 'boylansoda', 'boredom', 'palmbay', 'florida']"
89,2019-06-10 19:00:10,There are less than 2 WEEKS LEFT to support Cleanysts Kickstarter campaign! We have raised more than double our go https://t.co/Kcc2rQe0q0,1,0,0.5,"['GlassBottle', 'Budweiser Huge', 'Olympics', 'Barware', 'Decanter', 'Winter', 'collectibles', 'SaltlakeCity']"
90,2019-06-10 10:43:00,Sexy and desirable #glassbottle of Flure Drinks BV's #nonalcoholic spirit underlines the its character https://t.co/jGSqqJzowU,0,0,0.5,"['Perrier', '750ml12', 'glassbottle']"
91,2019-06-10 02:29:19,Boylan Fisheye #fisheye #light #boylansoda #glassbottle #television #curiosity #boredom #palmbay #florida # https://t.co/bkkDrb9l0N,0,0,0.9694297313690186,"['selfcare', 'glassbottle', 'kristina', 'montes', 'selfimprovement', 'reus', 'RT', 'mission', 'Oils']"
92,2019-06-10 02:18:56,Check out 2002 #SaltlakeCity #Winter #Olympics #Budweiser Huge #GlassBottle #Barware #Decanter #collectibles https://t.co/E14v0ZgY8f,0,0,0.8718128204345703,"['bumblezest bottles', 'propagation vessels', 'perfect cutting', 'roots', 'lauranevs', 'plants', 'plantba', 'RT']"
93,2019-06-10 02:15:28,  Perrier/ 750ml12 /glassbottle https://t.co/STQxKgVFIT,0,0,0.8883363008499146,"['little bumblezest bottles', 'RT BumbleZest', 'perfect cutting', 'lauranevs', 'propagation vessels']"
94,2019-06-09 21:18:02,RT @kristina_montes: On a mission! Oils in my  totally helps!  #selfimprovement #selfcare #drinkmore #healthier #happy #glassbottle #reus,0,11,0.8883363008499146,"['little bumblezest bottles', 'RT BumbleZest', 'perfect cutting', 'lauranevs', 'propagation vessels']"
95,2019-06-09 08:10:57,RT @BumbleZest: From @lauranevs - These little @bumblezest bottles make perfect cutting and propagation vessels #roots #plants #plantba,0,3,0.8718128204345703,"['bumblezest bottles', 'propagation vessels', 'perfect cutting', 'roots', 'lauranevs', 'plants', 'plantba', 'RT']"
96,2019-06-09 07:12:16,RT BumbleZest: From lauranevs - These little bumblezest bottles make perfect cutting and propagation vessels  https://t.co/p5WxzBBPe0,0,0,0.8747884035110474,"['perfect cutting', 'propagation vessels', 'bumblezest bottles', 'roots', 'lauranevs', 'plants']"
97,2019-06-09 07:07:23,RT BumbleZest: From lauranevs - These little bumblezest bottles make perfect cutting and propagation vessels  https://t.co/2IqOzIwOpb,0,0,0.5,"['Perrier', '750ml12', 'glassbottle']"
98,2019-06-09 06:56:54,RT @BumbleZest: From @lauranevs - These little @bumblezest bottles make perfect cutting and propagation vessels #roots #plants #plantba,0,3,0.8883577585220337,"['hot tea', 'green tea leaves', 'Chai', 'dont', 'oolong', 'Lifes simple pleasures']"
99,2019-06-09 06:24:48,From @lauranevs - These little @bumblezest bottles make perfect cutting and propagation vessels #roots #plants https://t.co/WZLxc2hHXo,7,3,0.5,"['milk', 'glass bottles', 'week', 'comeback', 'doorstep']"
100,2019-06-09 02:15:28,  Perrier/ 750ml12 /glassbottle https://t.co/STQxKgVFIT,0,0,0.5,"['Perrier', '750ml12', 'glassbottle']"
101,2019-06-08 12:12:20,"Lifes simple pleasures! When I can carry my hot tea with me. By tea I dont mean Chai but green tea leaves, oolong https://t.co/2RAQeIZpOa",0,0,0.7886872291564941,"['old wooden highchair', 'washing']"
102,2019-06-08 10:25:50,"Delivered my first doorstep order this week, milk in glass bottles is definitely making a comeback!  #milk https://t.co/hXeLh7Vffp",4,0,0.5,"['Wilcox', 'Danish artist Thomas Dambo', 'Monica', 'backwoods', 'years', 'Copenhagen', 'giants', 'discard']"
103,2019-06-08 02:15:28,  Perrier/ 750ml12 /glassbottle https://t.co/STQxKgVFIT,0,0,0.9817473888397217,"['ooak beauties', 'amp', 'lace dresses', 'Precocious Boutique', 'nCome', 'look']"
104,2019-06-17 17:01:10,I bought an old wooden highchair  for 10 and painted it whilst I definitely should have been doing the washing and https://t.co/KacHbk0ugZ,2,0,0.5,"['Os presento', 'nuevo single', 'RT', 'TopeMusica', 'Capris', 'perdis']"
105,2019-06-17 16:59:02,RT @Monica_Wilcox: Danish artist Thomas Dambo spent the last 3 years building giants in the backwoods outside Copenhagen using only discard,0,1434,0.5,"['computador', 'plantas habitandolo', 'planta todo', 'Recicla y', 'comunidad', 'wIW6z7YvLR']"
106,2019-06-17 16:55:18,Pretty summery floral &amp; lace dresses!\nCome in for a look through these cool #ooak beauties by Precocious Boutique https://t.co/QiKMJ9IR2J,0,0,0.5,"['hutattheendofthegarden', 'beach', 'upcycledtextiles', 'ocean', 'denimwaves', 'RT', 'Sprigasaurus']"
107,2019-06-17 16:54:16,"RT @TopeMusica: Os presento #Upcycle, el nuevo single ""The Capris""!!! No os lo perdis!!! https://t.co/DufcJJ8G5d https://t.co/LxcHcuVxdM",0,1,0.5,"['obsoletenomore', 'DiPasquale', 'Fun', 'cursivemakesacomeback', 'CA', 'smashthepatriarchy', 'laser printing', 'RT', 'mfavnthesis', 'fuckthe']"
